time,Fx_real,Fy_real,Fz_real,,,
0.478545,0.083081439,-0.09572929,-27.1400781,,,
0.480114,0.102649166,-0.117779125,-27.16539738,,,
0.481683,0.06854465,-0.053982729,-27.17734086,,,
0.483252,0.038198882,-0.08882565,-27.1766069,,,
0.484821,0.047428942,-0.078763772,-27.19636145,,,
0.48639,0.14283885,-0.083127478,-27.08516481,,,
0.487959,0.149524527,-0.118304015,-27.11987873,,,
0.489528,0.071235824,-0.069724986,-27.1294602,,,
0.491097,0.025801688,-0.033027157,-27.10687658,,,
0.492666,0.037504959,-0.059591937,-27.13126173,,,
0.494235,0.075337085,-0.062692347,-27.14401478,,,
0.495804,0.104584143,-0.097121584,-27.15945011,,,
0.497373,0.095607631,-0.115919769,-27.16901379,,,
0.498942,0.045102522,-0.063728783,-27.15422345,,,
0.500511,0.021509154,-0.056691696,-27.14986419,,,
0.50208,0.042691586,-0.082500279,-27.1322181,,,
0.503649,0.087760968,-0.102068006,-27.12542566,,,
0.505218,0.077138615,-0.106471746,-27.14896565,,,
0.506787,0.151873188,-0.12789883,-27.10890941,,,
0.508356,0.02937361,-0.044739324,-27.12480736,,,
0.509925,0.015352815,-0.016244016,-27.12989612,,,
0.511494,0.050458181,-0.094394824,-27.16045541,,,
0.513063,0.054830783,-0.033147259,-27.17761665,,,
0.514632,0.075919802,-0.006880509,-27.19406617,,,
0.516201,-0.00379678,-0.034148109,-27.22386926,,,
0.51777,0.051970576,-0.042635316,-27.20006682,,,
0.519339,0.060973777,-0.052207889,-27.13062563,,,
0.520908,0.073704587,0.024999896,-27.08400382,,,
0.522477,-0.013040184,-0.030482774,-27.117579,,,
0.524046,-0.043163542,-0.023267758,-27.11301512,,,
0.525615,0.000437927,-0.013263708,-27.15393431,,,
0.527184,0.048865717,-0.014215627,-27.14139033,,,
0.528753,0.062775307,-0.065076594,-27.13201793,,,
0.530322,0.053389559,-0.056060049,-27.1632222,,,
0.531891,0.028417242,0.002594203,-27.16482356,,,
0.53346,0.004912838,-0.004656399,-27.17002353,,,
0.535029,0.039368764,-0.072149267,-27.15237744,,,
0.536598,0.056245317,0.023220607,-27.09670794,,,
0.538167,0.039773552,-0.010016506,-27.06349307,,,
0.539736,-0.010179978,-0.053924902,-27.15186589,,,
0.541305,-0.037078375,0.027588761,-27.15052698,,,
0.542874,0.019707624,-0.046878919,-27.13430876,,,
0.544443,0.036557488,-0.05753241,-27.11381135,,,
0.546012,0.071698439,-0.004491814,-27.15359625,,,
0.547581,0.048087279,-0.027119918,-27.16476129,,,
0.54915,-0.031931782,-0.021421746,-27.12884634,,,
0.550719,0.003774094,-0.041385365,-27.15726603,,,
0.552288,0.052744567,-0.01595933,-27.14858755,,,
0.553857,0.084936347,-0.01800996,-27.12737398,,,
0.555426,0.008271246,0.008221203,-27.12377537,,,
0.556995,-0.027118806,-0.008610868,-27.10955441,,,
0.558564,0.001963667,0.057387398,-27.08748678,,,
0.560133,0.047980521,-0.018912949,-27.14211094,,,
0.561702,0.054425995,-0.041616673,-27.14143481,,,
0.563271,0.059394658,-0.032453336,-27.11374908,,,
0.56484,0.028141452,0.058045735,-27.12362413,,,
0.566409,-0.008494102,-0.00035052,-27.15229737,,,
0.567978,0.015552985,-0.005514905,-27.1053108,,,
0.569547,0.104130424,-0.08112133,-27.10726357,,,
0.571116,0.062606274,-0.034517311,-27.06677141,,,
0.572685,0.005201973,-0.04665206,-27.06460513,,,
0.574254,0.039600072,0.036787683,-27.04538436,,,
0.575823,0.037909747,0.065474265,-27.03758663,,,
0.577392,0.047326633,0.006197263,-27.12776543,,,
0.578961,0.063309093,-0.035153407,-27.11505241,,,
0.58053,0.055182192,-0.049272062,-27.15654987,,,
0.582099,-0.027367907,-0.036180946,-27.12484294,,,
0.583668,0.001959219,0.006868944,-27.14365447,,,
0.585237,0.076119972,0.008252341,-27.10126292,,,
0.586806,0.095616528,-0.032649058,-27.10337138,,,
0.588375,0.022687933,-0.017071385,-27.02545188,,,
0.589944,-0.008293932,0.032352806,-27.05556189,,,
0.591513,-0.005086764,0.039870301,-27.11434959,,,
0.593082,0.011167038,-0.024219678,-27.07493835,,,
0.594651,0.065177346,-0.109509881,-27.13877033,,,
0.59622,0.075114674,-0.028614521,-27.09820699,,,
0.597789,0.05894094,0.026285432,-27.12050148,,,
0.599358,0.005753552,-0.019175394,-27.09306485,,,
0.600927,0.021522498,-0.032840331,-27.074667,,,
0.602496,0.050173495,0.004871692,-27.06492095,,,
0.604065,0.054016758,0.079993261,-27.04343604,,,
0.605634,0.023448578,0.034221059,-27.07423997,,,
0.607203,-0.00384571,0.028736402,-27.06283473,,,
0.608772,-0.007484355,0.011819815,-27.08224233,,,
0.610341,0.042166695,-0.031421349,-27.11611109,,,
0.61191,0.039173042,-0.014184489,-27.13485144,,,
0.613479,0.039626761,0.022255343,-27.12260994,,,
0.615048,-0.053412245,-0.064120227,-27.14679492,,,
0.616617,-0.026687329,-0.060948644,-27.14305841,,,
0.618186,0.043790296,-0.0356694,-27.15789323,,,
0.619755,0.059568139,0.019492997,-27.11745445,,,
0.621324,0.00370737,0.00610385,-27.08020059,,,
0.622893,-0.044146599,0.043019642,-27.13298764,,,
0.624462,-0.055645252,0.064308831,-27.1564698,,,
0.626031,0.00133202,0.01738454,-27.14825394,,,
0.6276,0.05898987,-0.052123373,-27.15157676,,,
0.629169,0.059972927,-0.034099178,-27.15465937,,,
0.630738,0.030205427,-0.015679092,-27.17308836,,,
0.632307,-0.053563484,-0.008677591,-27.15094066,,,
0.633876,-0.03541474,0.004088805,-27.18033006,,,
0.635445,0.017897198,-0.024602225,-27.16018851,,,
0.637014,0.021771599,-0.018005512,-27.13727128,,,
0.638583,0.040747713,-0.05078001,-27.1302164,,,
0.640152,-0.031513649,0.03029328,-27.10042666,,,
0.641721,-0.077681743,0.062743057,-27.13411304,,,
0.64329,-0.032599015,0.043580118,-27.15056256,,,
0.644859,-0.014574821,-0.040526859,-27.11791706,,,
0.646428,0.013609112,-0.023934991,-27.17822605,,,
0.647997,-0.023684779,-0.032008514,-27.15263543,,,
0.649566,-0.023551332,0.047534587,-27.18796321,,,
0.651135,-0.033808932,0.014404232,-27.18793652,,,
0.652704,-0.003414233,0.015645285,-27.16959206,,,
0.654273,0.054710681,-0.041518812,-27.15188368,,,
0.655842,0.021611463,-0.030909803,-27.13460679,,,
0.657411,-0.060489366,0.051764846,-27.14011814,,,
0.65898,-0.027817177,0.05145347,-27.1388415,,,
0.660549,-0.040214371,0.004337906,-27.17213644,,,
0.662118,0.026073029,-0.0014003,-27.17158931,,,
0.663687,0.021420189,-0.057768166,-27.14966847,,,
0.665256,-0.013591764,0.016886339,-27.15532661,,,
0.666825,-0.04269203,0.013523484,-27.15568247,,,
0.668394,-0.01647866,0.011250442,-27.15005547,,,
0.669963,-0.00224435,0.006392984,-27.10378951,,,
0.671532,0.01556633,0.02921681,-27.12696919,,,
0.673101,-0.028915888,-0.010688187,-27.08777591,,,
0.67467,-0.058318633,0.002518583,-27.09654781,,,
0.676239,-0.030606212,0.031125097,-27.11205431,,,
0.677808,-0.00296941,-0.032871469,-27.12011004,,,
0.679377,0.040084928,-0.062082941,-27.17572615,,,
0.680946,0.056841379,-0.004660847,-27.17404473,,,
0.682515,-0.009988704,0.039661235,-27.17013919,,,
0.684084,-0.056014454,-0.020674445,-27.13860129,,,
0.685653,-0.006527988,0.000886086,-27.13151973,,,
0.687222,0.037411546,0.033963063,-27.13815647,,,
0.688791,0.047437838,0.008501441,-27.1277076,,,
0.69036,-0.042265001,0.010636588,-27.13322339,,,
0.691929,-0.083304295,0.080842871,-27.108558,,,
0.693498,-0.018106709,-0.098278121,-27.06264791,,,
0.695067,0.055529154,-0.039179047,-27.22346447,,,
0.696636,0.070893311,-0.014420245,-27.14088323,,,
0.698205,-0.003334165,0.002033727,-27.12298804,,,
0.699774,-0.142176509,-0.016177293,-27.13050998,,,
0.701343,-0.070862619,-0.00953165,-27.22311306,,,
0.702912,0.151637432,-0.00095103,-27.05875571,,,
0.704481,0.071048999,-0.006809338,-27.06325731,,,
0.70605,8.21E-05,0.120850177,-27.12252542,,,
0.707619,-0.101266214,0.064953823,-27.22319758,,,
0.709188,-0.065840576,0.071764051,-27.2238737,,,
0.710757,0.152673868,-0.01716035,-27.07428001,,,
0.712326,0.151864291,-0.006991715,-27.117579,,,
0.713895,-0.020535438,0.056479961,-27.13362373,,,
0.715464,-0.095808246,0.088943083,-27.19988,,,
0.717033,-0.077606123,0.05240539,-27.2231353,,,
0.718602,0.151588502,-0.006195483,-27.2235134,,,
0.720171,0.15264273,-0.098411568,-27.02914835,,,
0.72174,-0.087974928,-0.098896424,-27.05860447,,,
0.723309,-0.133151067,0.109502764,-27.07128191,,,
0.724878,-0.043799638,0.102510159,-27.1238332,,,
0.726447,-0.004179327,0.048989156,-27.04564681,,,
0.728016,-0.027830522,-0.098322603,-27.03458853,,,
0.729585,-0.024223014,0.048250751,-27.22286396,,,
0.731154,-0.028173035,0.007994344,-27.12750743,,,
0.732723,-0.056699481,0.104556341,-27.14209315,,,
0.734292,0.005775794,0.05573266,-27.05320878,,,
0.735861,0.152006635,-0.099047664,-27.01694243,,,
0.73743,0.151828706,-0.011435488,-27.021533,,,
0.738999,-0.016745553,-0.098295914,-27.2238737,,,
0.740568,-0.060124611,0.062578473,-27.05131829,,,
0.742137,-0.005460415,0.061671036,-27.04785757,,,
0.743706,0.151966601,-0.046718783,-27.12333055,,,
0.745275,0.076191143,-0.041460985,-27.12348179,,,
0.746844,0.151552916,-0.030153605,-27.22319313,,,
0.748413,-0.019516795,0.099267406,-27.12392661,,,
0.749982,-0.026286989,-0.098834149,-27.1718562,,,
0.751551,0.151908774,0.062182581,-27.1234462,,,
0.75312,0.088646164,-0.098469395,-27.0584221,,,
0.754689,0.006638749,-0.010710428,-27.06259453,,,
0.756258,-0.016207318,0.004466904,-27.2232554,,,
0.757827,-0.029374055,-0.098126882,-27.11797044,,,
0.759396,0.052757911,-0.005474871,-27.16803518,,,
0.760965,0.047166497,-0.012925643,-27.18329703,,,
0.762534,0.152424767,-0.098945354,-27.18883061,,,
0.764103,0.00470822,0.066848766,-27.15502858,,,
0.765672,-0.023293335,0.016561619,-27.16224804,,,
0.767241,0.0131376,0.014604402,-27.15282671,,,
0.76881,0.036183837,0.032121499,-27.20387895,,,
0.770379,0.042882859,0.057551982,-27.15380976,,,
0.771948,-0.050676588,-0.003406448,-27.15120311,,,
0.773517,-0.090679446,-0.000844272,-27.16910275,,,
0.775086,-0.04907078,0.001015084,-27.16048655,,,
0.776655,0.011269347,0.039652338,-27.1990037,,,
0.778224,0.018813531,0.007095803,-27.21365614,,,
0.779793,-0.040396748,-0.07401752,-27.18791873,,,
0.781362,-0.07703675,0.035075118,-27.17494771,,,
0.782931,-0.07633838,0.036227207,-27.21951445,,,
